"index","county","report","offense","action","year","value"
"52","Tehama","Actions","Total","Removed from Probation",2007,300
"52","Tehama","Actions","Total","Terminated",2007,115
"52","Tehama","Actions","Total","Revoked",2007,51
"52","Tehama","Actions","Total","Other",2007,134
"52","Tehama","Actions","Felony","Placed on Probation",2007,256
"52","Tehama","Actions","Felony","Removed from Probation",2007,166
"52","Tehama","Actions","Felony","Terminated",2007,66
"52","Tehama","Actions","Felony","Revoked",2007,37
"52","Tehama","Actions","Felony","Other",2007,63
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2007,138
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2007,134
"52","Tehama","Actions","Misdemeanor","Terminated",2007,49
"52","Tehama","Actions","Misdemeanor","Revoked",2007,14
"52","Tehama","Actions","Misdemeanor","Other",2007,71
"52","Tehama","Caseload","Total",NA,2008,586
"52","Tehama","Caseload","Felony",NA,2008,421
"52","Tehama","Caseload","Misdemeanor",NA,2008,165
"52","Tehama","Actions","Total","Placed on Probation",2008,289
"52","Tehama","Actions","Total","Removed from Probation",2008,373
"52","Tehama","Actions","Total","Terminated",2008,131
"52","Tehama","Actions","Total","Revoked",2008,10
"52","Tehama","Actions","Total","Other",2008,232
"52","Tehama","Actions","Felony","Placed on Probation",2008,185
"52","Tehama","Actions","Felony","Removed from Probation",2008,231
"52","Tehama","Actions","Felony","Terminated",2008,96
"52","Tehama","Actions","Felony","Revoked",2008,6
"52","Tehama","Actions","Felony","Other",2008,129
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2008,104
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2008,142
"52","Tehama","Actions","Misdemeanor","Terminated",2008,35
"52","Tehama","Actions","Misdemeanor","Revoked",2008,4
"52","Tehama","Actions","Misdemeanor","Other",2008,103
"52","Tehama","Caseload","Total",NA,2009,443
"52","Tehama","Caseload","Felony",NA,2009,405
"52","Tehama","Caseload","Misdemeanor",NA,2009,38
"52","Tehama","Actions","Total","Placed on Probation",2009,335
"52","Tehama","Actions","Total","Removed from Probation",2009,478
"52","Tehama","Actions","Total","Terminated",2009,117
"52","Tehama","Actions","Total","Revoked",2009,32
"52","Tehama","Actions","Total","Other",2009,329
"52","Tehama","Actions","Felony","Placed on Probation",2009,279
"52","Tehama","Actions","Felony","Removed from Probation",2009,295
"52","Tehama","Actions","Felony","Terminated",2009,82
"52","Tehama","Actions","Felony","Revoked",2009,14
"52","Tehama","Actions","Felony","Other",2009,199
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2009,56
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2009,183
"52","Tehama","Actions","Misdemeanor","Terminated",2009,35
"52","Tehama","Actions","Misdemeanor","Revoked",2009,18
"52","Tehama","Actions","Misdemeanor","Other",2009,130
"52","Tehama","Caseload","Total",NA,2010,365
"52","Tehama","Caseload","Felony",NA,2010,322
"52","Tehama","Caseload","Misdemeanor",NA,2010,43
"52","Tehama","Actions","Total","Placed on Probation",2010,413
"52","Tehama","Actions","Total","Removed from Probation",2010,491
"52","Tehama","Actions","Total","Terminated",2010,76
"52","Tehama","Actions","Total","Revoked",2010,102
"52","Tehama","Actions","Total","Other",2010,313
"52","Tehama","Actions","Felony","Placed on Probation",2010,365
"52","Tehama","Actions","Felony","Removed from Probation",2010,448
"52","Tehama","Actions","Felony","Terminated",2010,70
"52","Tehama","Actions","Felony","Revoked",2010,90
"52","Tehama","Actions","Felony","Other",2010,288
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2010,48
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2010,43
"52","Tehama","Actions","Misdemeanor","Terminated",2010,6
"52","Tehama","Actions","Misdemeanor","Revoked",2010,12
"52","Tehama","Actions","Misdemeanor","Other",2010,25
"52","Tehama","Caseload","Total",NA,2011,437
"52","Tehama","Caseload","Felony",NA,2011,409
"52","Tehama","Caseload","Misdemeanor",NA,2011,28
"52","Tehama","Actions","Total","Placed on Probation",2011,449
"52","Tehama","Actions","Total","Removed from Probation",2011,377
"52","Tehama","Actions","Total","Terminated",2011,76
"52","Tehama","Actions","Total","Revoked",2011,85
"52","Tehama","Actions","Total","Other",2011,216
"52","Tehama","Actions","Felony","Placed on Probation",2011,395
"52","Tehama","Actions","Felony","Removed from Probation",2011,308
"52","Tehama","Actions","Felony","Terminated",2011,65
"52","Tehama","Actions","Felony","Revoked",2011,74
"52","Tehama","Actions","Felony","Other",2011,169
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2011,54
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2011,69
"52","Tehama","Actions","Misdemeanor","Terminated",2011,11
"52","Tehama","Actions","Misdemeanor","Revoked",2011,11
"52","Tehama","Actions","Misdemeanor","Other",2011,47
"52","Tehama","Caseload","Total",NA,2012,495
"52","Tehama","Caseload","Felony",NA,2012,460
"52","Tehama","Caseload","Misdemeanor",NA,2012,35
"52","Tehama","Actions","Total","Placed on Probation",2012,273
"52","Tehama","Actions","Total","Removed from Probation",2012,215
"52","Tehama","Actions","Total","Terminated",2012,61
"52","Tehama","Actions","Total","Revoked",2012,74
"52","Tehama","Actions","Total","Other",2012,80
"52","Tehama","Actions","Felony","Placed on Probation",2012,256
"52","Tehama","Actions","Felony","Removed from Probation",2012,205
"52","Tehama","Actions","Felony","Terminated",2012,60
"52","Tehama","Actions","Felony","Revoked",2012,70
"52","Tehama","Actions","Felony","Other",2012,75
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2012,17
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2012,10
"52","Tehama","Actions","Misdemeanor","Terminated",2012,1
"52","Tehama","Actions","Misdemeanor","Revoked",2012,4
"52","Tehama","Actions","Misdemeanor","Other",2012,5
"52","Tehama","Caseload","Total",NA,2013,612
"52","Tehama","Caseload","Felony",NA,2013,570
"52","Tehama","Caseload","Misdemeanor",NA,2013,42
"52","Tehama","Actions","Total","Placed on Probation",2013,410
"52","Tehama","Actions","Total","Removed from Probation",2013,250
"52","Tehama","Actions","Total","Terminated",2013,84
"52","Tehama","Actions","Total","Revoked",2013,54
"52","Tehama","Actions","Total","Other",2013,112
"52","Tehama","Actions","Felony","Placed on Probation",2013,397
"52","Tehama","Actions","Felony","Removed from Probation",2013,233
"52","Tehama","Actions","Felony","Terminated",2013,75
"52","Tehama","Actions","Felony","Revoked",2013,52
"52","Tehama","Actions","Felony","Other",2013,106
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2013,13
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2013,17
"52","Tehama","Actions","Misdemeanor","Terminated",2013,9
"52","Tehama","Actions","Misdemeanor","Revoked",2013,2
"52","Tehama","Actions","Misdemeanor","Other",2013,6
"52","Tehama","Caseload","Total",NA,2014,739
"52","Tehama","Caseload","Felony",NA,2014,682
"52","Tehama","Caseload","Misdemeanor",NA,2014,57
"52","Tehama","Actions","Total","Placed on Probation",2014,374
"52","Tehama","Actions","Total","Removed from Probation",2014,243
"52","Tehama","Actions","Total","Terminated",2014,70
"52","Tehama","Actions","Total","Revoked",2014,32
"52","Tehama","Actions","Total","Other",2014,141
"52","Tehama","Actions","Felony","Placed on Probation",2014,342
"52","Tehama","Actions","Felony","Removed from Probation",2014,228
"52","Tehama","Actions","Felony","Terminated",2014,66
"52","Tehama","Actions","Felony","Revoked",2014,27
"52","Tehama","Actions","Felony","Other",2014,135
"52","Tehama","Actions","Misdemeanor","Placed on Probation",2014,32
"52","Tehama","Actions","Misdemeanor","Removed from Probation",2014,15
"52","Tehama","Actions","Misdemeanor","Terminated",2014,4
"52","Tehama","Actions","Misdemeanor","Revoked",2014,5
"52","Tehama","Actions","Misdemeanor","Other",2014,6
"53","Trinity","Caseload","Total",NA,2005,370
"53","Trinity","Caseload","Felony",NA,2005,366
"53","Trinity","Caseload","Misdemeanor",NA,2005,4
"53","Trinity","Actions","Total","Placed on Probation",2005,85
"53","Trinity","Actions","Total","Removed from Probation",2005,107
"53","Trinity","Actions","Total","Terminated",2005,70
"53","Trinity","Actions","Total","Revoked",2005,21
"53","Trinity","Actions","Total","Other",2005,16
"53","Trinity","Actions","Felony","Placed on Probation",2005,83
"53","Trinity","Actions","Felony","Removed from Probation",2005,104
"53","Trinity","Actions","Felony","Terminated",2005,67
"53","Trinity","Actions","Felony","Revoked",2005,21
"53","Trinity","Actions","Felony","Other",2005,16
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2005,2
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2005,3
"53","Trinity","Actions","Misdemeanor","Terminated",2005,3
"53","Trinity","Actions","Misdemeanor","Revoked",2005,0
"53","Trinity","Actions","Misdemeanor","Other",2005,0
"53","Trinity","Caseload","Total",NA,2006,362
"53","Trinity","Caseload","Felony",NA,2006,359
"53","Trinity","Caseload","Misdemeanor",NA,2006,3
"53","Trinity","Actions","Total","Placed on Probation",2006,81
"53","Trinity","Actions","Total","Removed from Probation",2006,89
"53","Trinity","Actions","Total","Terminated",2006,53
"53","Trinity","Actions","Total","Revoked",2006,10
"53","Trinity","Actions","Total","Other",2006,26
"53","Trinity","Actions","Felony","Placed on Probation",2006,79
"53","Trinity","Actions","Felony","Removed from Probation",2006,86
"53","Trinity","Actions","Felony","Terminated",2006,50
"53","Trinity","Actions","Felony","Revoked",2006,10
"53","Trinity","Actions","Felony","Other",2006,26
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2006,2
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2006,3
"53","Trinity","Actions","Misdemeanor","Terminated",2006,3
"53","Trinity","Actions","Misdemeanor","Revoked",2006,0
"53","Trinity","Actions","Misdemeanor","Other",2006,0
"53","Trinity","Caseload","Total",NA,2007,371
"53","Trinity","Caseload","Felony",NA,2007,364
"53","Trinity","Caseload","Misdemeanor",NA,2007,7
"53","Trinity","Actions","Total","Placed on Probation",2007,113
"53","Trinity","Actions","Total","Removed from Probation",2007,104
"53","Trinity","Actions","Total","Terminated",2007,71
"53","Trinity","Actions","Total","Revoked",2007,6
"53","Trinity","Actions","Total","Other",2007,27
"53","Trinity","Actions","Felony","Placed on Probation",2007,106
"53","Trinity","Actions","Felony","Removed from Probation",2007,101
"53","Trinity","Actions","Felony","Terminated",2007,68
"53","Trinity","Actions","Felony","Revoked",2007,6
"53","Trinity","Actions","Felony","Other",2007,27
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2007,7
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2007,3
"53","Trinity","Actions","Misdemeanor","Terminated",2007,3
"53","Trinity","Actions","Misdemeanor","Revoked",2007,0
"53","Trinity","Actions","Misdemeanor","Other",2007,0
"53","Trinity","Caseload","Total",NA,2008,322
"53","Trinity","Caseload","Felony",NA,2008,318
"53","Trinity","Caseload","Misdemeanor",NA,2008,4
"53","Trinity","Actions","Total","Placed on Probation",2008,71
"53","Trinity","Actions","Total","Removed from Probation",2008,120
"53","Trinity","Actions","Total","Terminated",2008,72
"53","Trinity","Actions","Total","Revoked",2008,15
"53","Trinity","Actions","Total","Other",2008,33
"53","Trinity","Actions","Felony","Placed on Probation",2008,68
"53","Trinity","Actions","Felony","Removed from Probation",2008,114
"53","Trinity","Actions","Felony","Terminated",2008,69
"53","Trinity","Actions","Felony","Revoked",2008,15
"53","Trinity","Actions","Felony","Other",2008,30
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2008,3
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2008,6
"53","Trinity","Actions","Misdemeanor","Terminated",2008,3
"53","Trinity","Actions","Misdemeanor","Revoked",2008,0
"53","Trinity","Actions","Misdemeanor","Other",2008,3
"53","Trinity","Caseload","Total",NA,2009,328
"53","Trinity","Caseload","Felony",NA,2009,320
"53","Trinity","Caseload","Misdemeanor",NA,2009,8
"53","Trinity","Actions","Total","Placed on Probation",2009,85
"53","Trinity","Actions","Total","Removed from Probation",2009,79
"53","Trinity","Actions","Total","Terminated",2009,43
"53","Trinity","Actions","Total","Revoked",2009,2
"53","Trinity","Actions","Total","Other",2009,34
"53","Trinity","Actions","Felony","Placed on Probation",2009,79
"53","Trinity","Actions","Felony","Removed from Probation",2009,77
"53","Trinity","Actions","Felony","Terminated",2009,41
"53","Trinity","Actions","Felony","Revoked",2009,2
"53","Trinity","Actions","Felony","Other",2009,34
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2009,6
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2009,2
"53","Trinity","Actions","Misdemeanor","Terminated",2009,2
"53","Trinity","Actions","Misdemeanor","Revoked",2009,0
"53","Trinity","Actions","Misdemeanor","Other",2009,0
"53","Trinity","Caseload","Total",NA,2010,334
"53","Trinity","Caseload","Felony",NA,2010,321
"53","Trinity","Caseload","Misdemeanor",NA,2010,13
"53","Trinity","Actions","Total","Placed on Probation",2010,86
"53","Trinity","Actions","Total","Removed from Probation",2010,80
"53","Trinity","Actions","Total","Terminated",2010,59
"53","Trinity","Actions","Total","Revoked",2010,2
"53","Trinity","Actions","Total","Other",2010,19
"53","Trinity","Actions","Felony","Placed on Probation",2010,73
"53","Trinity","Actions","Felony","Removed from Probation",2010,72
"53","Trinity","Actions","Felony","Terminated",2010,52
"53","Trinity","Actions","Felony","Revoked",2010,2
"53","Trinity","Actions","Felony","Other",2010,18
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2010,13
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2010,8
"53","Trinity","Actions","Misdemeanor","Terminated",2010,7
"53","Trinity","Actions","Misdemeanor","Revoked",2010,0
"53","Trinity","Actions","Misdemeanor","Other",2010,1
"53","Trinity","Caseload","Total",NA,2011,352
"53","Trinity","Caseload","Felony",NA,2011,337
"53","Trinity","Caseload","Misdemeanor",NA,2011,15
"53","Trinity","Actions","Total","Placed on Probation",2011,90
"53","Trinity","Actions","Total","Removed from Probation",2011,72
"53","Trinity","Actions","Total","Terminated",2011,43
"53","Trinity","Actions","Total","Revoked",2011,0
"53","Trinity","Actions","Total","Other",2011,29
"53","Trinity","Actions","Felony","Placed on Probation",2011,78
"53","Trinity","Actions","Felony","Removed from Probation",2011,62
"53","Trinity","Actions","Felony","Terminated",2011,34
"53","Trinity","Actions","Felony","Revoked",2011,0
"53","Trinity","Actions","Felony","Other",2011,28
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2011,12
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2011,10
"53","Trinity","Actions","Misdemeanor","Terminated",2011,9
"53","Trinity","Actions","Misdemeanor","Revoked",2011,0
"53","Trinity","Actions","Misdemeanor","Other",2011,1
"53","Trinity","Caseload","Total",NA,2012,353
"53","Trinity","Caseload","Felony",NA,2012,338
"53","Trinity","Caseload","Misdemeanor",NA,2012,15
"53","Trinity","Actions","Total","Placed on Probation",2012,88
"53","Trinity","Actions","Total","Removed from Probation",2012,87
"53","Trinity","Actions","Total","Terminated",2012,58
"53","Trinity","Actions","Total","Revoked",2012,7
"53","Trinity","Actions","Total","Other",2012,22
"53","Trinity","Actions","Felony","Placed on Probation",2012,78
"53","Trinity","Actions","Felony","Removed from Probation",2012,77
"53","Trinity","Actions","Felony","Terminated",2012,51
"53","Trinity","Actions","Felony","Revoked",2012,6
"53","Trinity","Actions","Felony","Other",2012,20
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2012,10
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2012,10
"53","Trinity","Actions","Misdemeanor","Terminated",2012,7
"53","Trinity","Actions","Misdemeanor","Revoked",2012,1
"53","Trinity","Actions","Misdemeanor","Other",2012,2
"53","Trinity","Caseload","Total",NA,2013,199
"53","Trinity","Caseload","Felony",NA,2013,181
"53","Trinity","Caseload","Misdemeanor",NA,2013,18
"53","Trinity","Actions","Total","Placed on Probation",2013,94
"53","Trinity","Actions","Total","Removed from Probation",2013,93
"53","Trinity","Actions","Total","Terminated",2013,52
"53","Trinity","Actions","Total","Revoked",2013,5
"53","Trinity","Actions","Total","Other",2013,36
"53","Trinity","Actions","Felony","Placed on Probation",2013,86
"53","Trinity","Actions","Felony","Removed from Probation",2013,84
"53","Trinity","Actions","Felony","Terminated",2013,45
"53","Trinity","Actions","Felony","Revoked",2013,5
"53","Trinity","Actions","Felony","Other",2013,34
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2013,8
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2013,9
"53","Trinity","Actions","Misdemeanor","Terminated",2013,7
"53","Trinity","Actions","Misdemeanor","Revoked",2013,0
"53","Trinity","Actions","Misdemeanor","Other",2013,2
"53","Trinity","Caseload","Total",NA,2014,128
"53","Trinity","Caseload","Felony",NA,2014,121
"53","Trinity","Caseload","Misdemeanor",NA,2014,7
"53","Trinity","Actions","Total","Placed on Probation",2014,86
"53","Trinity","Actions","Total","Removed from Probation",2014,99
"53","Trinity","Actions","Total","Terminated",2014,51
"53","Trinity","Actions","Total","Revoked",2014,9
"53","Trinity","Actions","Total","Other",2014,39
"53","Trinity","Actions","Felony","Placed on Probation",2014,82
"53","Trinity","Actions","Felony","Removed from Probation",2014,92
"53","Trinity","Actions","Felony","Terminated",2014,46
"53","Trinity","Actions","Felony","Revoked",2014,9
"53","Trinity","Actions","Felony","Other",2014,37
"53","Trinity","Actions","Misdemeanor","Placed on Probation",2014,4
"53","Trinity","Actions","Misdemeanor","Removed from Probation",2014,7
"53","Trinity","Actions","Misdemeanor","Terminated",2014,5
"53","Trinity","Actions","Misdemeanor","Revoked",2014,0
"53","Trinity","Actions","Misdemeanor","Other",2014,2
"54","Tulare","Caseload","Total",NA,2005,7547
"54","Tulare","Caseload","Felony",NA,2005,7547
"54","Tulare","Caseload","Misdemeanor",NA,2005,0
"54","Tulare","Actions","Total","Placed on Probation",2005,4621
"54","Tulare","Actions","Total","Removed from Probation",2005,1889
"54","Tulare","Actions","Total","Terminated",2005,1196
"54","Tulare","Actions","Total","Revoked",2005,693
"54","Tulare","Actions","Total","Other",2005,0
"54","Tulare","Actions","Felony","Placed on Probation",2005,4621
"54","Tulare","Actions","Felony","Removed from Probation",2005,1889
"54","Tulare","Actions","Felony","Terminated",2005,1196
"54","Tulare","Actions","Felony","Revoked",2005,693
"54","Tulare","Actions","Felony","Other",2005,0
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2005,0
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2005,0
"54","Tulare","Actions","Misdemeanor","Terminated",2005,0
"54","Tulare","Actions","Misdemeanor","Revoked",2005,0
"54","Tulare","Actions","Misdemeanor","Other",2005,0
"54","Tulare","Caseload","Total",NA,2006,4845
"54","Tulare","Caseload","Felony",NA,2006,4845
"54","Tulare","Caseload","Misdemeanor",NA,2006,0
"54","Tulare","Actions","Total","Placed on Probation",2006,4855
"54","Tulare","Actions","Total","Removed from Probation",2006,7437
"54","Tulare","Actions","Total","Terminated",2006,564
"54","Tulare","Actions","Total","Revoked",2006,878
"54","Tulare","Actions","Total","Other",2006,5995
"54","Tulare","Actions","Felony","Placed on Probation",2006,4855
"54","Tulare","Actions","Felony","Removed from Probation",2006,7437
"54","Tulare","Actions","Felony","Terminated",2006,564
"54","Tulare","Actions","Felony","Revoked",2006,878
"54","Tulare","Actions","Felony","Other",2006,5995
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2006,0
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2006,0
"54","Tulare","Actions","Misdemeanor","Terminated",2006,0
"54","Tulare","Actions","Misdemeanor","Revoked",2006,0
"54","Tulare","Actions","Misdemeanor","Other",2006,0
"54","Tulare","Caseload","Total",NA,2007,4497
"54","Tulare","Caseload","Felony",NA,2007,4497
"54","Tulare","Caseload","Misdemeanor",NA,2007,0
"54","Tulare","Actions","Total","Placed on Probation",2007,4411
"54","Tulare","Actions","Total","Removed from Probation",2007,4758
"54","Tulare","Actions","Total","Terminated",2007,1585
"54","Tulare","Actions","Total","Revoked",2007,527
"54","Tulare","Actions","Total","Other",2007,2646
"54","Tulare","Actions","Felony","Placed on Probation",2007,4411
"54","Tulare","Actions","Felony","Removed from Probation",2007,4758
"54","Tulare","Actions","Felony","Terminated",2007,1585
"54","Tulare","Actions","Felony","Revoked",2007,527
"54","Tulare","Actions","Felony","Other",2007,2646
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2007,0
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2007,0
"54","Tulare","Actions","Misdemeanor","Terminated",2007,0
"54","Tulare","Actions","Misdemeanor","Revoked",2007,0
"54","Tulare","Actions","Misdemeanor","Other",2007,0
"54","Tulare","Caseload","Total",NA,2008,4238
"54","Tulare","Caseload","Felony",NA,2008,4238
"54","Tulare","Caseload","Misdemeanor",NA,2008,0
"54","Tulare","Actions","Total","Placed on Probation",2008,3541
"54","Tulare","Actions","Total","Removed from Probation",2008,3425
"54","Tulare","Actions","Total","Terminated",2008,222
"54","Tulare","Actions","Total","Revoked",2008,327
"54","Tulare","Actions","Total","Other",2008,2876
"54","Tulare","Actions","Felony","Placed on Probation",2008,3541
"54","Tulare","Actions","Felony","Removed from Probation",2008,3425
"54","Tulare","Actions","Felony","Terminated",2008,222
"54","Tulare","Actions","Felony","Revoked",2008,327
"54","Tulare","Actions","Felony","Other",2008,2876
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2008,0
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2008,0
"54","Tulare","Actions","Misdemeanor","Terminated",2008,0
"54","Tulare","Actions","Misdemeanor","Revoked",2008,0
"54","Tulare","Actions","Misdemeanor","Other",2008,0
"54","Tulare","Caseload","Total",NA,2009,4802
"54","Tulare","Caseload","Felony",NA,2009,4802
"54","Tulare","Caseload","Misdemeanor",NA,2009,0
"54","Tulare","Actions","Total","Placed on Probation",2009,2981
"54","Tulare","Actions","Total","Removed from Probation",2009,2417
"54","Tulare","Actions","Total","Terminated",2009,193
"54","Tulare","Actions","Total","Revoked",2009,576
"54","Tulare","Actions","Total","Other",2009,1648
"54","Tulare","Actions","Felony","Placed on Probation",2009,2981
"54","Tulare","Actions","Felony","Removed from Probation",2009,2417
"54","Tulare","Actions","Felony","Terminated",2009,193
"54","Tulare","Actions","Felony","Revoked",2009,576
"54","Tulare","Actions","Felony","Other",2009,1648
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2009,0
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2009,0
"54","Tulare","Actions","Misdemeanor","Terminated",2009,0
"54","Tulare","Actions","Misdemeanor","Revoked",2009,0
"54","Tulare","Actions","Misdemeanor","Other",2009,0
"54","Tulare","Caseload","Total",NA,2010,5630
"54","Tulare","Caseload","Felony",NA,2010,5247
"54","Tulare","Caseload","Misdemeanor",NA,2010,383
"54","Tulare","Actions","Total","Placed on Probation",2010,2057
"54","Tulare","Actions","Total","Removed from Probation",2010,2140
"54","Tulare","Actions","Total","Terminated",2010,1066
"54","Tulare","Actions","Total","Revoked",2010,365
"54","Tulare","Actions","Total","Other",2010,709
"54","Tulare","Actions","Felony","Placed on Probation",2010,1893
"54","Tulare","Actions","Felony","Removed from Probation",2010,1956
"54","Tulare","Actions","Felony","Terminated",2010,951
"54","Tulare","Actions","Felony","Revoked",2010,303
"54","Tulare","Actions","Felony","Other",2010,702
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2010,164
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2010,184
"54","Tulare","Actions","Misdemeanor","Terminated",2010,115
"54","Tulare","Actions","Misdemeanor","Revoked",2010,62
"54","Tulare","Actions","Misdemeanor","Other",2010,7
"54","Tulare","Caseload","Total",NA,2011,5128
"54","Tulare","Caseload","Felony",NA,2011,4827
"54","Tulare","Caseload","Misdemeanor",NA,2011,301
"54","Tulare","Actions","Total","Placed on Probation",2011,2328
"54","Tulare","Actions","Total","Removed from Probation",2011,2830
"54","Tulare","Actions","Total","Terminated",2011,1901
"54","Tulare","Actions","Total","Revoked",2011,775
"54","Tulare","Actions","Total","Other",2011,154
"54","Tulare","Actions","Felony","Placed on Probation",2011,1930
"54","Tulare","Actions","Felony","Removed from Probation",2011,2350
"54","Tulare","Actions","Felony","Terminated",2011,1672
"54","Tulare","Actions","Felony","Revoked",2011,531
"54","Tulare","Actions","Felony","Other",2011,147
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2011,398
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2011,480
"54","Tulare","Actions","Misdemeanor","Terminated",2011,229
"54","Tulare","Actions","Misdemeanor","Revoked",2011,244
"54","Tulare","Actions","Misdemeanor","Other",2011,7
"54","Tulare","Caseload","Total",NA,2012,4957
"54","Tulare","Caseload","Felony",NA,2012,4549
"54","Tulare","Caseload","Misdemeanor",NA,2012,408
"54","Tulare","Actions","Total","Placed on Probation",2012,2710
"54","Tulare","Actions","Total","Removed from Probation",2012,2965
"54","Tulare","Actions","Total","Terminated",2012,1634
"54","Tulare","Actions","Total","Revoked",2012,1032
"54","Tulare","Actions","Total","Other",2012,299
"54","Tulare","Actions","Felony","Placed on Probation",2012,2078
"54","Tulare","Actions","Felony","Removed from Probation",2012,2432
"54","Tulare","Actions","Felony","Terminated",2012,1368
"54","Tulare","Actions","Felony","Revoked",2012,777
"54","Tulare","Actions","Felony","Other",2012,287
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2012,632
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2012,533
"54","Tulare","Actions","Misdemeanor","Terminated",2012,266
"54","Tulare","Actions","Misdemeanor","Revoked",2012,255
"54","Tulare","Actions","Misdemeanor","Other",2012,12
"54","Tulare","Caseload","Total",NA,2013,5131
"54","Tulare","Caseload","Felony",NA,2013,4757
"54","Tulare","Caseload","Misdemeanor",NA,2013,374
"54","Tulare","Actions","Total","Placed on Probation",2013,2933
"54","Tulare","Actions","Total","Removed from Probation",2013,2759
"54","Tulare","Actions","Total","Terminated",2013,1477
"54","Tulare","Actions","Total","Revoked",2013,1016
"54","Tulare","Actions","Total","Other",2013,266
"54","Tulare","Actions","Felony","Placed on Probation",2013,2402
"54","Tulare","Actions","Felony","Removed from Probation",2013,2194
"54","Tulare","Actions","Felony","Terminated",2013,1189
"54","Tulare","Actions","Felony","Revoked",2013,779
"54","Tulare","Actions","Felony","Other",2013,226
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2013,531
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2013,565
"54","Tulare","Actions","Misdemeanor","Terminated",2013,288
"54","Tulare","Actions","Misdemeanor","Revoked",2013,237
"54","Tulare","Actions","Misdemeanor","Other",2013,40
"54","Tulare","Caseload","Total",NA,2014,4951
"54","Tulare","Caseload","Felony",NA,2014,4631
"54","Tulare","Caseload","Misdemeanor",NA,2014,320
"54","Tulare","Actions","Total","Placed on Probation",2014,2862
"54","Tulare","Actions","Total","Removed from Probation",2014,3042
"54","Tulare","Actions","Total","Terminated",2014,1614
"54","Tulare","Actions","Total","Revoked",2014,1073
"54","Tulare","Actions","Total","Other",2014,355
"54","Tulare","Actions","Felony","Placed on Probation",2014,2473
"54","Tulare","Actions","Felony","Removed from Probation",2014,2599
"54","Tulare","Actions","Felony","Terminated",2014,1354
"54","Tulare","Actions","Felony","Revoked",2014,931
"54","Tulare","Actions","Felony","Other",2014,314
"54","Tulare","Actions","Misdemeanor","Placed on Probation",2014,389
"54","Tulare","Actions","Misdemeanor","Removed from Probation",2014,443
"54","Tulare","Actions","Misdemeanor","Terminated",2014,260
"54","Tulare","Actions","Misdemeanor","Revoked",2014,142
"54","Tulare","Actions","Misdemeanor","Other",2014,41
"55","Tuolumne","Caseload","Total",NA,2005,2348
"55","Tuolumne","Caseload","Felony",NA,2005,779
"55","Tuolumne","Caseload","Misdemeanor",NA,2005,1569
"55","Tuolumne","Actions","Total","Placed on Probation",2005,1419
